PhotoID,UserID,Date,Latitude,Longitude,Address
549866979,89044848@N00,08:37.0,27.174846,78.042969,"JAWAB, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
549872167,89044848@N00,13:34.0,27.174846,78.042969,"JAWAB, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
572848127,36804154@N00,38:13.0,17.408222,78.484783,"KUCHIPUDI ART ACADEMY, KUCHIPUDI ART ACADEMY ROAD, 500029, KUCHIPUDI ART ACADEMY ROAD, TELANGANA, INDIA"
576275665,95674706@N00,30:01.0,15.047341,73.98365,"THE MAHNAMAHNAS, AGONDA BEACH, 503702, AGONDA BEACH, AGONDA, GOA, INDIA"
744365018,24648752@N00,25:57.0,19.918888,73.531665,"RENUKA DEVI MANDIR, DURG BHANDAR, 422212, DURG BHANDAR, TRIMBAK, MAHARASHTRA, INDIA"
1022457934,95464641@N00,58:56.0,23.032978,72.577743,"SHREEJA KRUPA CHILDREN HOSPITAL, SHAHPUR, 380001, SHAHPUR, GUJARAT, INDIA"
1040672251,22598847@N00,29:48.0,11.438469,76.694526,"KULISHOLAI, 643001, TAMIL NADU, INDIA"
1630545435,68192311@N00,08:56.0,31.631606,74.879894,"SHER SHAH SURI MARG, 143001, SHER SHAH SURI MARG, AMRITSAR, PUNJAB, INDIA"
1840993207,61433078@N00,55:42.0,12.29438,76.66122,"RESPITE, 570001, INDIA"
2097542776,63709829@N00,24:50.0,28.592722,77.248027,"AFSARWALA'S TOMB, HUMAYUN'S TOMB PARKING, 110013, HUMAYUN'S TOMB PARKING, DELHI, INDIA"
2150581529,11631880@N00,47:55.0,13.036397,77.57369,"4TH CROSS ROAD, 560094, BENGALURU, BENGALURU DIVISION, INDIA"
2265124010,10383800@N08,04:39.0,27.175094,78.042068,"TAJ MAHAL, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
2307161324,42389268@N00,08:51.0,15.495536,73.824348,"HOTEL MANOSHANTI, DR DADA VAIDYA ROAD, 403001, DR DADA VAIDYA ROAD, PANAJI, GOA, INDIA"
2335306463,16910667@N08,00:00.0,28.016377,73.327045,"FILM CITY CAFE, 334001, BIKANER, RAJASTHAN, INDIA"
2870313947,56693098@N00,59:54.0,25.323157,83.018188,"JAMEA HOSPITAL, RABINDRANATH TAGORE ROAD, 221001, RABINDRANATH TAGORE ROAD, VARANASI, UTTAR PRADESH, INDIA"
2916024810,60444977@N00,21:44.0,26.945676,75.839781,"JAMWA RAMGARH ROAD, 302001, JAMWA RAMGARH ROAD, JAIPUR MUNICIPAL CORPORATION, RAJASTHAN, INDIA"
3009457091,72155957@N00,34:16.0,28.539313,77.206356,"BEGUMPURI MOSQUE, 15, 110017, 15, DELHI, INDIA"
3064088157,40176001@N00,44:04.0,31.962966,77.110033,"SULTANPUR, 175100, KULLU, HIMACHAL PRADESH, INDIA"
3078972857,27207517@N08,13:38.0,25.330372,83.022308,"GT ROAD, 221001, VARANASI, UTTAR PRADESH, INDIA"
3174431118,44124298927@N01,47:35.0,17.442207,78.484611,"BUDGET BAR, S D ROAD, 500003, S D ROAD, TELANGANA, INDIA"
3277145312,24272300@N07,13:25.0,28.651428,77.234401,"DRINKING WATER STATION, MEENA BAZAAR, 110006, MEENA BAZAAR, DELHI, INDIA"
3340136275,41894175704@N01,33:13.0,30.402766,78.460158,"BOATING POINT, CHAMBA-BARKOT ROAD, 249001, CHAMBA-BARKOT ROAD, NAIL, UTTARAKHAND, INDIA"
3347983621,24642170@N07,00:00.0,25.116844,73.472785,"TICKETS ADINATH TEMPLE, RAJASTHAN, INDIA"
3374098577,21375717@N00,12:53.0,31.296666,75.590744,"THE3RDSPACE, MANN NAGAR MARKET, 144001, MANN NAGAR MARKET, JALANDHAR, PUNJAB, INDIA"
3391881844,30889436@N05,44:19.0,27.221051,77.949972,"AKBAR'S TOMB AND MAUSOLEUM, BAIPUR ROAD, 282007, BAIPUR ROAD, AGRA, UTTAR PRADESH, INDIA"
3411922402,15543596@N05,00:39.0,15.442206,73.89092,"FR AGNEL HIGH SCHOOL, 403203, NEURA, GOA, INDIA"
3619022242,9720378@N06,00:38.0,12.305475,76.657576,"PALACE ROAD, 570001, MYSURU, MYSURU DIVISION, INDIA"
3787439309,22098403@N00,09:24.0,12.310234,76.650581,"EVENING BAZAAR, SHIVARAMPET, DEVARAJA MOHALLA, SHIVARAMPET,, 570001, SHIVARAMPET, DEVARAJA MOHALLA, SHIVARAMPET,, MYSURU, KARNATAKA, INDIA"
4025369614,14269353@N00,27:55.0,27.577061,77.695282,"VRINDAVAN, MATHURA ROAD, 281121, MATHURA ROAD, VRINDAVAN, UTTAR PRADESH, INDIA"
4041912557,68222897@N00,15:01.0,31.102916,77.183211,"JAKHOO TEMPLE, RIDGE SANJAULI ROAD, 171006, RIDGE SANJAULI ROAD, SHIMLA, HIMACHAL PRADESH, INDIA"
4090057698,15237218@N00,42:34.0,28.595054,77.170854,"TAJ PALACE HOTEL, ABAI MARG, 110021, ABAI MARG, NEW DELHI, DELHI, INDIA"
4228465968,60955494@N00,35:22.0,30.118774,78.303165,"AERAN DENTAL CARE, 21, TILAK ROAD, RISHIKESH, 249304, 21, TILAK ROAD, RISHIKESH, UTTARAKHAND, INDIA"
4280430897,46643494@N06,24:38.0,18.942497,72.83575,"CSMT, CSMT, 400038, CSMT, MUMBAI, MAHARASHTRA, INDIA"
4288773335,64087373@N00,10:33.0,27.182501,77.503738,"FOREST RESTHOUSE, JATOLI ROAD, 321001, JATOLI ROAD, BHARATPUR, RAJASTHAN, INDIA"
4304675163,68117180@N00,15:03.0,27.177719,78.0093,"30, INDIA"
4336586899,38458469@N02,51:10.0,26.91411,70.911598,"SBI, CHAINPURA STREET, 345001, CHAINPURA STREET, JAISALMER, RAJASTHAN, INDIA"
4343399744,44124286026@N01,14:53.0,19.01,72.839999,"SMT. KAMLA MEHTA BLIND SCHOOL, DADASAHEB PHALKE MARG, 400014, DADASAHEB PHALKE MARG, MUMBAI, MAHARASTRA, INDIA"
4368297214,33037982@N04,12:37.0,15.515742,73.770237,"T.O.G CANDOLIM, SEQUIERA VADDO, 403515, SEQUIERA VADDO, CANDOLIM, GOA, INDIA"
4450862330,31902638@N06,36:12.0,27.175027,78.041628,"TAJ MAHAL, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
4517461834,60955494@N00,59:07.0,25.33813,82.994842,"PRACHIN SHRI CHAURA MATA MANDIR, MAKBUL ALAN ROAD, 221002, MAKBUL ALAN ROAD, VARANASI, UTTAR PRADESH, INDIA"
4528376856,60955494@N00,39:02.0,14.546034,74.323196,"BEST THALI RESTAURANT, 581326, GOKARNA, KARNATAKA, INDIA"
4669250850,66729335@N00,32:54.0,18.539024,73.912754,"HARD ROCK CAFE, KOREGAON PARK ANNEXE MUNDHWA ROAD, 411036, KOREGAON PARK ANNEXE MUNDHWA ROAD, PUNE, MAHARASHTRA, INDIA"
4751280038,51650029@N03,02:41.0,21.538559,70.46133,"DR. DHOKARIA HOSPITAL, 362001, JUNAGADH, GUJARAT, INDIA"
4791475461,53739619@N00,27:56.0,34.198173,77.494812,"HIDDEN NORTH, 194101, PHYANG, LADAKH, INDIA"
4799588492,22214542@N00,37:32.0,18.988704,73.270804,"UNION BANK OF INDIA, 8, M. G. ROAD,BAZAR PLOT, 410102, M. G. ROAD,BAZAR PLOT, MATHERAN, MAHARASHTRA, INDIA"
5032847562,7729354@N08,22:33.0,28.621822,77.38306,"SECTOR 63, 201309, NOIDA, UTTAR PRADESH, INDIA"
5137676729,12123300@N04,19:56.0,26.89375,88.176527,"MILESTONE, MIRIK ROAD, 734214, MIRIK ROAD, MIRIK, WEST BENGAL, INDIA"
5208616373,41849930@N08,33:29.0,14.419634,74.412546,"581343, KUMTA, KARNATAKA, INDIA"
5270481971,43334562@N00,36:20.0,26.268772,73.038389,"PARK PLAZA, PAANCH BATTI, 342011, PAANCH BATTI, JODHPUR, RAJASTHAN, INDIA"
5349487803,90338469@N00,00:17.0,27.086696,77.66467,"FATEHPUR SIKRI, 283110, UTTAR PRADESH, INDIA"
5385309453,48587703@N00,13:05.0,22.975726,72.650184,"AHMADABAD VADODARA EXPRESSWAY, 382445, GUJARAT, INDIA"
5462323373,84148435@N00,13:11.0,23.034599,72.601402,"NARODA ROAD, 380021, GUJARAT, INDIA"
5648464223,37850683@N04,55:59.0,28.509502,77.261202,"GHIYAS-UD-DIN TUGHLAQ'S TOMB, CAUSEWAY TO GHIYAS-UD-DIN TUGHLAQ'S TOMB, 110080, CAUSEWAY TO GHIYAS-UD-DIN TUGHLAQ'S TOMB, DELHI, INDIA"
5734132615,34010070@N04,47:37.0,28.632614,77.219123,"FOOD ON THE GO, CONNAUGHT PLACE, 110001, CONNAUGHT PLACE, NEW DELHI, DELHI, INDIA"
5737579055,34010070@N04,14:19.0,25.320345,83.022522,"JAISWAL HOUSE, MOHALLA BHUTAHI IMALI, KOTWALI, 221001, MOHALLA BHUTAHI IMALI, KOTWALI, VARANASI, UTTAR PRADESH, INDIA"
5739236798,37850683@N04,52:56.0,28.520853,77.1861,"MEHRAULI ARCHEOLOGICAL PARK PATH, 110030, DELHI, INDIA"
5741705063,37850683@N04,00:52.0,28.558327,77.19405,"CHAUDHARY HARSUKH MARG, 110066, DELHI, INDIA"
5838276545,45524939@N00,09:01.0,12.415977,76.57638,"KRISHNARAJA SAGARA ROAD, 571606, KRISHNARAJASAGARA, KARNATAKA, INDIA"
5845658900,7956695@N03,08:20.0,11.675436,76.629638,"GUNDLUPET-GUDALLUR-COIMBATORE RD, 571126, KARNATAKA, INDIA"
5870392743,70522775@N00,20:43.0,22.600461,88.361427,"SILPI NITAI PAUL LN, 700005, KOLKATA, WEST BENGAL, INDIA"
5879461403,40584328@N00,33:37.0,12.980743,77.624995,"AAVISHKAR ACADEMY, SATHYANARAYANA TEMPLE STREET, 560042, SATHYANARAYANA TEMPLE STREET, BENGALURU, BENGALURU DIVISION, INDIA"
6226762839,85855348@N00,27:20.0,26.829811,75.774338,"ABHI CLINIC, NH11, 302020, NH11, RAJASTHAN, INDIA"
6237307189,57204181@N08,45:03.0,21.443482,87.007942,"DRDO INTEGRATED TEST RANGE, PRAKASH NAGAR, CHANDIPUR, 756021, PRAKASH NAGAR, CHANDIPUR, BALASORE, ODISHA, ODISHA, INDIA"
6286131837,37850683@N04,34:33.0,28.338985,79.430465,"AKSHAR VIHAR, 243001, INDIA"
6352111550,27326713@N02,57:47.0,28.65613,77.243574,"KHAS MAHAL, MAHATMA GANDHI MARG, 110006, MAHATMA GANDHI MARG, DELHI, INDIA"
6362166797,67769030@N07,45:09.0,18.94,72.8353,"CHHATRAPATI SHIVAJI MAHARAJ TERMINUS - CSMT, CSMT, 400038, CSMT, MUMBAI, MAHARASHTRA, INDIA"
6412417545,29436924@N00,16:39.0,19.126107,72.82052,"VERSOVA SOCIAL, JAYAPRAKASH NARAYAN ROAD, 400061, JAYAPRAKASH NARAYAN ROAD, MUMBAI, MAHARASHTRA, INDIA"
6487905189,35962551@N07,23:50.0,12.951661,77.522758,"13TH CROSS ROAD, 560072, BENGALURU, BENGALURU DIVISION, INDIA"
6800394160,14214150@N02,13:11.0,20.290537,85.825881,"NICCO PARK, JAYDEV VIHAR, 751001, JAYDEV VIHAR, BHUBANESWAR, ODISHA, INDIA"
6811779395,56017663@N03,11:08.0,13.719874,80.112476,"SRIHARIKOTA ROAD, 600032, ATAKANITIPPA, ANDHRA PRADESH, INDIA"
6976254611,26263283@N00,12:49.0,12.957731,77.649081,"CANARA BANK, PEOPLE TREE HOSPITALS, METRO STOP, 2, TUMKUR RD, NEXT TO, GORAGUNTEPALYA, YESWANTHPUR, 560071, PEOPLE TREE HOSPITALS, METRO STOP, 2, TUMKUR RD, NEXT TO, GORAGUNTEPALYA, YESWANTHPUR, KARNATAKA, INDIA"
6993580632,65326158@N00,24:27.0,25.53365,82.061186,"IFFCO HOSPITAL, 212404, UTTAR PRADESH, INDIA"
7578937078,61784959@N00,55:08.0,25.306825,83.01027,"PRAYAG GHAT, BANGALI TOLA, 221001, BANGALI TOLA, VARANASI, UTTAR PRADESH, INDIA"
8446977570,36859875@N00,11:30.0,9.449,77.5565,"ASHOK TALKIES ROAD, 626117, RAJAPALAYAM, TAMIL NADU, INDIA"
8450985006,26621269@N00,55:37.0,34.243883,77.628841,"J&K POLICE CHECK-POST@ SOUTH PULU, LEH KHARDUNG LA ROAD, LEH KHARDUNG LA ROAD, LEH, LADAKH, INDIA"
8474545803,37313707@N00,32:19.0,22.260577,84.884447,"32 PEARLS DENTAL CLINIC AND ADVANCE IMPLANT CENTRE, SECTOR-20, 769014, SECTOR-20, ODHISA, INDIA"
8509701676,66146036@N00,50:16.0,27.177922,78.023675,"THE SHAHJAHANI MAHALIA (1628-35), 282004, AGRA, UTTAR PRADESH, INDIA"
8587253092,63211764@N00,09:20.0,12.910155,77.651877,"1665, 1ST FLOOR, 27TH MAIN RD, ABOVE BASKIN & ROBINS, SECTOR 2, HSR LAYOUT, 560068, 1ST FLOOR, 27TH MAIN RD, ABOVE BASKIN & ROBINS, SECTOR 2, HSR LAYOUT, BENGALURU DIVISION, INDIA"
8695195869,26791332@N02,12:36.0,26.17468,91.744613,"BORSOLA BEEL, INDIA"
8757212210,67977633@N08,28:58.0,21.861498,84.017601,"JYOTI HOMEO CLINIC, MAIN MARKET ROAD, 768202, MAIN MARKET ROAD, JHARSUGUDA, ODHISA, INDIA"
9179775044,8250978@N04,21:50.0,27.174641,78.041847,"TAJ MAHAL, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
9216658033,17046628@N08,38:35.0,19.133666,72.901166,"RENAISSANCE MUMBAI CONVENTION CENTRE HOTEL, HOSTEL 18 ROAD, 400087, HOSTEL 18 ROAD, MUMBAI, MAHARASHTRA, INDIA"
9609951148,97490011@N06,25:32.0,28.641284,77.224903,"VIVEKANAND MARG, 110006, DELHI, INDIA"
10161547174,57673737@N00,13:17.0,26.487055,74.561052,"PANCH KUND ROAD, 302055, PANCH KUND ROAD, PUSHKAR, RAJASTHAN, INDIA"
11683590413,9808711@N04,25:56.0,18.969416,72.931236,"PATH TO CAVES, 400007, PATH TO CAVES, INDIA"
11965243346,92455828@N00,51:56.0,15.174338,73.941105,"WIN-WIN'S LEISURE PLACE BEACH SHACK, ORLIM ROAD, 403731, ORLIM ROAD, CAVELOSSIM, GOA, INDIA"
12130413694,50378660@N00,12:55.0,18.926422,72.839012,"MUMBAI NAVAL BASE AND DOCKYARD, CHHATRAPATI SHIVAJI MAHARAJ MARG, 400023, CHHATRAPATI SHIVAJI MAHARAJ MARG, MUMBAI, MAHARASHTRA, INDIA"
12159028796,10297667@N06,27:45.0,22.562802,88.350011,"ESPLANADE, DUFFERIN ROAD, 700001, DUFFERIN ROAD, KOLKATA, WEST BENGAL, INDIA"
12231197975,29780116@N03,19:50.0,28.607156,77.205982,"KUMARASWAMI KAMARAJ MARG, 110011, NEW DELHI, DELHI, INDIA"
12611845805,17754816@N00,52:20.0,26.926263,75.823875,"CITY PALACE, TRIPOLIA BAZAAR, 302001, TRIPOLIA BAZAAR, JAIPUR MUNICIPAL CORPORATION, RAJASTHAN, INDIA"
12949897774,27526538@N07,55:00.0,13.055357,77.622141,"F22, 560005, BENGALURU DIVISION, INDIA"
29572347,16047093@N00,02:21.0,10.495998,76.218681,"KARAMUKKU BHAGAVATHY TEMPLE, VALIYALUKKAL, 680027, VALIYALUKKAL, CHIYYARAM, KERALA, INDIA"
46378381,72738192@N00,27:03.0,26.479349,74.562866,"THE PINEAPPLE EXPRESS HOSTEL, 5 SAMARIYA COLONY JA­MNI KUND ROAD, 305022, 5 SAMARIYA COLONY JA­MNI KUND ROAD, PUSHKAR, RAJASTHAN, INDIA"
122726933,15792768@N00,44:26.0,13.091516,80.293579,"CHENNAI BEACH, RAJAJI SALAI, 600001, RAJAJI SALAI, CHENNAI, TAMIL NADU, INDIA"
122735272,15792768@N00,05:24.0,13.091516,80.293579,"CHENNAI BEACH, RAJAJI SALAI, 600001, RAJAJI SALAI, CHENNAI, TAMIL NADU, INDIA"
210798635,80484221@N00,01:25.0,9.5823,76.56063,"THAMARASSERY, INDIA"
254180952,68222897@N00,31:22.0,33.265686,78.189625,"PRAYER FLAGS, CHOMO CHONKAR LAKE, CHOMO CHONKAR LAKE, LADAKH, INDIA"
317820700,92306238@N00,53:29.0,12.812847,77.57369,"HILL TOP VIEW, BANNERGHUTTA, 560108, BANNERGHUTTA, BANNERUGHATTA, BENGALURU DIVISION, INDIA"
318271978,42114936@N00,28:25.0,25.310288,83.006064,"NAI SARAK ROAD, 221001, NAI SARAK ROAD, VARANASI, UTTAR PRADESH, INDIA"
327736431,16983412@N00,17:47.0,26.916633,70.910996,"THAR DESERT TOURS, PATWA HAVELI ROAD, 345001, PATWA HAVELI ROAD, JAISALMER, RAJASTHAN, INDIA"
379110497,61009686@N00,40:28.0,34.165803,77.587627,"CHANDAZIK GOMPA, SANKAR ROAD, SANKAR ROAD, LEH, LADAKH, INDIA"
385471302,43224524@N00,45:24.0,25.326493,83.027286,"GEM HOSPITAL, MADAN MOHAN MALVIYA ROAD, 221001, MADAN MOHAN MALVIYA ROAD, VARANASI, UTTAR PRADESH, INDIA"
399891216,43224524@N00,51:16.0,25.300967,83.009433,"MANASAROVAR GHAT DRAIN, 221001, INDIA"
413935202,48889048097@N01,37:13.0,13.044534,80.263881,"WAITROSE, P. S. SIVASAMY STREET, 600004, P. S. SIVASAMY STREET, CHENNAI, TAMIL NADU, INDIA"
416416753,95674706@N00,27:12.0,17.396019,78.39672,"QUTUB SHAHI TOMBS, QUTUB SHAHI TOMB RD, 500089, QUTUB SHAHI TOMB RD, TELANGANA, INDIA"
469620367,90394928@N00,20:39.0,12.970434,77.555236,"KEMPAPURA AGRAHARA, 560104, BENGALURU, KARNATAKA, INDIA"
478374971,17754816@N00,07:59.0,27.043684,88.26622,"HOTEL MOUNT PLEASANT, M.P. ROAD, 734101, M.P. ROAD, DARJEELING, WEST BENGAL, INDIA"
521389702,34965144@N00,00:06.0,22.674847,88.372596,"COLLEGE OF MEDICINE & SAGORE DUTTA HOSPITAL, P9CF+795, BARRACKPORE TRUNK RD, 700058, P9CF+795, BARRACKPORE TRUNK RD, KOLKATA, WEST BENGAL, INDIA"
522144727,48889048097@N01,00:01.0,12.921834,80.193672,"CASA GRANDE, RIVIERA APARTMENTS, VELACHERY MAIN ROAD, 600100, VELACHERY MAIN ROAD, TAMIL NADU, INDIA"
525888752,30835617@N00,53:41.0,17.717947,83.323059,"PANDURANGASWAMY TEMPLE ROAD, 530001, VISAKHAPATNAM, ANDHRA PRADESH, INDIA"
549866979,89044848@N00,08:37.0,27.174846,78.042969,"JAWAB, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
549872167,89044848@N00,13:34.0,27.174846,78.042969,"JAWAB, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
572848127,36804154@N00,38:13.0,17.408222,78.484783,"KUCHIPUDI ART ACADEMY, KUCHIPUDI ART ACADEMY ROAD, 500029, KUCHIPUDI ART ACADEMY ROAD, TELANGANA, INDIA"
576275665,95674706@N00,30:01.0,15.047341,73.98365,"THE MAHNAMAHNAS, AGONDA BEACH, 503702, AGONDA BEACH, AGONDA, GOA, INDIA"
744365018,24648752@N00,25:57.0,19.918888,73.531665,"RENUKA DEVI MANDIR, DURG BHANDAR, 422212, DURG BHANDAR, TRIMBAK, MAHARASHTRA, INDIA"
1022457934,95464641@N00,58:56.0,23.032978,72.577743,"SHREEJA KRUPA CHILDREN HOSPITAL, SHAHPUR, 380001, SHAHPUR, GUJARAT, INDIA"
1040672251,22598847@N00,29:48.0,11.438469,76.694526,"KULISHOLAI, 643001, TAMIL NADU, INDIA"
1630545435,68192311@N00,08:56.0,31.631606,74.879894,"SHER SHAH SURI MARG, 143001, SHER SHAH SURI MARG, AMRITSAR, PUNJAB, INDIA"
1840993207,61433078@N00,55:42.0,12.29438,76.66122,"RESPITE, 570001, INDIA"
2097542776,63709829@N00,24:50.0,28.592722,77.248027,"AFSARWALA'S TOMB, HUMAYUN'S TOMB PARKING, 110013, HUMAYUN'S TOMB PARKING, DELHI, INDIA"
2150581529,11631880@N00,47:55.0,13.036397,77.57369,"4TH CROSS ROAD, 560094, BENGALURU, BENGALURU DIVISION, INDIA"
2265124010,10383800@N08,04:39.0,27.175094,78.042068,"TAJ MAHAL, TAJ EAST GATE ROAD, 282006, TAJ EAST GATE ROAD, AGRA, UTTAR PRADESH, INDIA"
2307161324,42389268@N00,08:51.0,15.495536,73.824348,"HOTEL MANOSHANTI, DR DADA VAIDYA ROAD, 403001, DR DADA VAIDYA ROAD, PANAJI, GOA, INDIA"
2335306463,16910667@N08,00:00.0,28.016377,73.327045,"FILM CITY CAFE, 334001, BIKANER, RAJASTHAN, INDIA"
2870313947,56693098@N00,59:54.0,25.323157,83.018188,"JAMEA HOSPITAL, RABINDRANATH TAGORE ROAD, 221001, RABINDRANATH TAGORE ROAD, VARANASI, UTTAR PRADESH, INDIA"
2916024810,60444977@N00,21:44.0,26.945676,75.839781,"JAMWA RAMGARH ROAD, 302001, JAMWA RAMGARH ROAD, JAIPUR MUNICIPAL CORPORATION, RAJASTHAN, INDIA"
3009457091,72155957@N00,34:16.0,28.539313,77.206356,"BEGUMPURI MOSQUE, 15, 110017, 15, DELHI, INDIA"
3064088157,40176001@N00,44:04.0,31.962966,77.110033,"SULTANPUR, 175100, KULLU, HIMACHAL PRADESH, INDIA"
3078972857,27207517@N08,13:38.0,25.330372,83.022308,"GT ROAD, 221001, VARANASI, UTTAR PRADESH, INDIA"
3174431118,44124298927@N01,47:35.0,17.442207,78.484611,"BUDGET BAR, S D ROAD, 500003, S D ROAD, TELANGANA, INDIA"
3277145312,24272300@N07,13:25.0,28.651428,77.234401,"DRINKING WATER STATION, MEENA BAZAAR, 110006, MEENA BAZAAR, DELHI, INDIA"
3340136275,41894175704@N01,33:13.0,30.402766,78.460158,"BOATING POINT, CHAMBA-BARKOT ROAD, 249001, CHAMBA-BARKOT ROAD, NAIL, UTTARAKHAND, INDIA"
3347983621,24642170@N07,00:00.0,25.116844,73.472785,"TICKETS ADINATH TEMPLE, RAJASTHAN, INDIA"
3374098577,21375717@N00,12:53.0,31.296666,75.590744,"THE3RDSPACE, MANN NAGAR MARKET, 144001, MANN NAGAR MARKET, JALANDHAR, PUNJAB, INDIA"
3391881844,30889436@N05,44:19.0,27.221051,77.949972,"AKBAR'S TOMB AND MAUSOLEUM, BAIPUR ROAD, 282007, BAIPUR ROAD, AGRA, UTTAR PRADESH, INDIA"
3411922402,15543596@N05,00:39.0,15.442206,73.89092,"FR AGNEL HIGH SCHOOL, 403203, NEURA, GOA, INDIA"
3619022242,9720378@N06,00:38.0,12.305475,76.657576,"PALACE ROAD, 570001, MYSURU, MYSURU DIVISION, INDIA"
3787439309,22098403@N00,09:24.0,12.310234,76.650581,"EVENING BAZAAR, SHIVARAMPET, DEVARAJA MOHALLA, SHIVARAMPET,, 570001, SHIVARAMPET, DEVARAJA MOHALLA, SHIVARAMPET,, MYSURU, KARNATAKA, INDIA"
4025369614,14269353@N00,27:55.0,27.577061,77.695282,"VRINDAVAN, MATHURA ROAD, 281121, MATHURA ROAD, VRINDAVAN, UTTAR PRADESH, INDIA"
4041912557,68222897@N00,15:01.0,31.102916,77.183211,"JAKHOO TEMPLE, RIDGE SANJAULI ROAD, 171006, RIDGE SANJAULI ROAD, SHIMLA, HIMACHAL PRADESH, INDIA"
4090057698,15237218@N00,42:34.0,28.595054,77.170854,"TAJ PALACE HOTEL, ABAI MARG, 110021, ABAI MARG, NEW DELHI, DELHI, INDIA"
4228465968,60955494@N00,35:22.0,30.118774,78.303165,"AERAN DENTAL CARE, 21, TILAK ROAD, RISHIKESH, 249304, 21, TILAK ROAD, RISHIKESH, UTTARAKHAND, INDIA"
